id	name	description	synonyms
HP:0100726	Kaposi's sarcoma	A systemic disease which can present with cutaneous lesions with or without internal involvement. Tumors are caused by Human herpesvirus 8 (HHV8), also known as Kaposi's sarcoma-associated herpesvirus (KSHV).	[]
HP:0003376	Steppage gait	An abnormal gait pattern that arises from weakness of the pretibial and peroneal muscles due to a lower motor neuron lesion. Affected patients have footdrop and are unable to dorsiflex and evert the foot. The leg is lifted high on walking so that the toes clear the ground, and there may be a slapping noise when the foot strikes the ground again.	["steppage' gait","High stepping"]
HP:0010522	Dyslexia	A learning disorder characterized primarily by difficulties in learning to read and spell. Dyslectic children also exhibit a tendency to read words from right to left and to confuse letters such as b and d whose orientation is important for their identification. Children with dyslexia appear to be impaired in phonemic skills (the ability to associate visual symbols with the sounds they represent).	["HP:0006871","Reading disability"]
HP:0000384	Preauricular skin tag	A rudimentary tag of skin often containing ear tissue including a core of cartilage and located just anterior to the auricle (outer part of the ear).	["HP:0008575","HP:0100278","Ear tag","Periauricular skin tag","Preauricular acrochordon","Preauricular fibroepithelial polyp","Preauricular skin tags","Preauricular tag","Preauricular tags","Skin tag in front of the ear","Skin tag on the posterior cheek"]
HP:0003534	Reduced xanthine dehydrogenase level	An abnormal reduction in xanthine dehydrogenase level.	[]
HP:0003967	Sclerotic forearm bones		["Increased bone density of forearm bones"]
HP:0001489	Posterior vitreous detachment	Separation of the vitreous humor from the retina.	["Vitreous detachment"]
HP:0040019	Finger clinodactyly		["Curvature of finger"]
HP:0011625	Multiple muscular ventricular septal defects	A type of muscular ventricular septal defect characterized by the presence of multiple small defects in the ventricular septum.	["Swiss cheese ventricular septal defect"]
HP:0025328	Antepartum hemorrhage	Significant maternal hemorrhage/bleed in the second half of pregnancy and prior to the birth of the baby.	["Antepartum haemorrhage","Prepartum haemorrhage","Prepartum hemorrhage"]
HP:0005292	Intimal thickening in the coronary arteries		[]
HP:0008061	Aplasia/Hypoplasia of the retina		["Absent/small retina","Absent/underdeveloped retina"]
HP:0001289	Confusion	Lack of clarity and coherence of thought, perception, understanding, or action.	["HP:0000731","Confusion","Disorientation","Easily confused","Mental disorientation"]
HP:0030975	Pontine tegmental cap	An abnormal curved or vaulted (capped) structure covering the middle third of the dorsal pontine tegmentum and projecting into the fourth ventricle.	["Vaulted pontine tegmentum"]
HP:0030868	Monorchism	Having only one testis in the scrotum.	["Monorchidism"]
HP:0004722	Thickened glomerular basement membrane	Prominent glomerular basement membrane (GBM), reflecting an increase in thickness (subjective estimate) of the basal lamina of the glomerulus of the kidney.	[]
HP:0032339	Polyclonal elevation of circulating IgE	A heterogeneous increase in IgE mmunoglobulins characterized by a diffuse band on serum electrophoresis.	[]
HP:0006155	Long phalanx of finger	Increased length of multiple or a single phalanx of finger.	["Long finger bone"]
HP:0007097	Cranial nerve motor loss		[]
HP:0010696	Polar cataract	A type of Congenital cataract in which the opacities occupy the subcapsular cortex at the anterior or posterior pole of the lens.	[]
HP:0006765	Chondrosarcoma	A slowly growing malignant neoplasm derived from cartilage cells.	[]
HP:0000678	Dental crowding	Changes in alignment of teeth in the dental arch	["Crowded teeth","Dental crowding","Dental overcrowding","Inadequate arch length for tooth size","Overcrowding of teeth","Tooth mass arch size discrepancy","Tooth size discrepancy"]
HP:0031468	Separation insecurity	Fears of rejection by and/or separation from significant others, associated with fears of excessive dependency and complete loss of autonomy.	[]
HP:0010650	Hypoplasia of the premaxilla	An abnormality of the premaxilla (the embryonic structure that forms the anterior part of the maxilla) causing it to appear relatively small in size compared to the other parts of the maxilla or other facial structures.	["Decreased size of premaxilla","Decreased size of the primary palate bone","Hypoplasia of the intermaxillary bone","Hypoplasia of the primary palate bone","Premaxillary bone deficiency","Premaxillary underdevelopment","Primary palate bone deficiency","Small premaxilla","Small primary palate bone","Underdevelopment of premaxilla","Underdevelopment of the premaxilla","Underdevelopment of the primary palate bone"]
HP:0030471	Abnormal dark-adapted dim flash electroretinogram		[]
HP:0011364	White hair	Hypopigmented hair that appears white.	["White hair"]
HP:0005725	Nonopposable triphalangeal thumb	A form of triphalangeal thumb that cannot be placed opposite the fingers of the same hand.	[]
HP:0010554	Cutaneous finger syndactyly	A soft tissue continuity in the A/P axis between two fingers that extends distally to at least the level of the proximal interphalangeal joints, or a soft tissue continuity in the A/P axis between two fingers that lies significantly distal to the flexion crease that overlies the metacarpophalangeal joint of the adjacent fingers.	["HP:0001214","HP:0005637","HP:0006054","HP:0006220","Cutaneous syndactyly of fingers","Cutaneous syndactyly of hands","Webbed fingers","Webbed skin of fingers"]
HP:0033116	Duodenal gastric metaplasia	Foci of gastric-type mucus-secreting cells interspersed between duodenal enterocytes. These foci of gastric epithelial cells contain Periodic acid-Schiff (PAS)-positive neutral mucin and lack a brush border.	[]
HP:0033194	Perioral erythema	Erythema (Redness of the skin caused by hyperemia of the capillaries in the lower layers of the skin) localized to the region surrounding the mouth.	[]
HP:0033576	Anti-H2B antibody positivity	The presence of autoantibodies in the blood circulation that react against histone H2B.	[]
HP:0002060	Abnormal cerebral morphology	Any structural abnormality of the telencephalon, which is also known as the cerebrum.	["Abnormality of the cerebrum","Abnormality of the telencephalon","Cerebral lesion"]
HP:0000522	Alacrima	Absence of tear secretion.	["Absence of tears in the eyes","Absent lacrimal fluids","Absent tear secretion"]
HP:0002741	Recurrent Serratia marcescens infections	Increased susceptibility to Serratia marcescens infections, as manifested by recurrent episodes of Serratia marcescens infection.	[]
HP:0100792	Acantholysis	The loss of intercellular connections, such as desmosomes, resulting in loss of cohesion between keratinocytes.	[]
HP:0005807	Absent distal phalanges	Aplasia (absence) of the distal phalanges.	["Absent outermost digital bones"]
HP:0002894	Neoplasm of the pancreas	A tumor (abnormal growth of tissue) of the pancreas.	["HP:0004511","Cancer of the pancreas","Neoplasia of the pancreas","Pancreatic cancer","Pancreatic tumor","Pancreatic tumour"]
HP:0001211	Abnormal fingertip morphology	An abnormal structure of the tip (end) of a finger.	["Abnormality of the fingertips"]
HP:0030131	Abnormal von Willebrand factor multimer distribution	Deviation from the normal von Willebrand factor multimer pattern.	[]
HP:0100771	Hypoperistalsis	Reduced or inadequate peristalsis, with resultant slow passage of contents through the digestive tract.	[]
HP:0025172	Smooth septal thickening on pulmonary HRCT	Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with a smooth appearance of the interlobular septa.	[]
HP:0040150	Epiblepharon of upper lid		[]
HP:0031239	Extrafoveal choroidal neovascularization	A type of choroidal neovascularization in which the nearest edge of the area of neovascularization is located 200 to 1500 micrometers from the center of the fovea.	[]
HP:0025386	Bitemporal hollowing	Depression of profile in both temporal regions.	[]
HP:0410069	Increased level of propylene glycol in blood	An increase in the level of propylene glycol in the blood.	["Increased level of propane-1,2-diol in blood"]
HP:0004418	Thrombophlebitis	Inflammation of a vein associated with venous thrombosis (blood clot formation within the vein).	[]
HP:0032271	Extrapulmonary tuberculosis	A type of tubercular infection located outside of the lung, which is the most common location of tuberculosis. There are two types of clinical manifestation of tuberculosis (TB) are pulmonary TB (PTB) and extrapulmonary TB (EPTB). The former is most common. EPTB refers to TB involving organs other than the lungs (e.g., pleura, lymph nodes, abdomen, genitourinary tract, skin, joints and bones, or meninges). A patient with both pulmonary and EPTB is classified as a case of PTB.	["Extrapulmonary TB"]
HP:0010276	Small epiphyses of the proximal phalanges of the hand		["Small end part of the innermost hand bones"]
HP:0033131	Renal medullary hyperechogenicity	Increased echogenecity of the medullary region of the kidney.	["Increased renal medullary echogenicity"]
HP:0001692	Atrial arrhythmia	A type of supraventricular tachycardia in which the atria are the principal site of electrophysiologic disturbance.	[]
HP:0033561	Anti-bactericidal/permeability-increasing protein antibody positivity	The presence of autoantibodies in the blood circulation that react against bactericidal/permeability-increasing protein (BPI). BPI is an endotoxin-binding host protein with important antibacterial effects against Gram-negative bacteria, such as Pseudomonas aeruginosa.  BPI is a 55 kDalton protein that is most abundant in the azurophilic granules of neutrophils. BPI also acts as a target antigen for antineutrophil cytoplasmic autoantibodies.	["Anti-BPI antibody positivity"]
HP:0500197	Increased CSF glutamine concentration	Abnormally increased levels of glutamine in cerebrospinal fluid.	["High glutamine levels in cerebrospinal fluid"]
HP:0005802	Coalescence of tarsal bones		[]
HP:0002161	Hyperlysinemia	An increased concentration of lysine in the blood.	["Elevated blood lysine"]
HP:0003273	Hip contracture		["Flexion contracture of hips","Flexion contractures of hips","Hip contractures","Hip flexion contractures"]
HP:5000018	Anti-ITPR1 antibody	The presence of autoantibodies (immunoglobulins) in the blood circulation that react against inositol 1,4,5-trisphosphate receptor 1 (ITPR1).	["Anti-inositol 1,4,5-trisphosphate receptor type 1 antibody"]
HP:0033734	High-grade vesicoureteral reflux	Vesicoureteral reflux with dilation of the renal calyces (Grade III - V).	[]
HP:0040229	Decreased level of thrombomodulin	Thrombomodulin is a cofactor in the thrombin induced activation of Protein C. In the case of deficiency there will be less Protein C and tendency to clot	[]
HP:0033265	Podocyte myelin figures	Lamellated intracytoplasmic lipid inclusions within podocytes.	["Podocyte myelin inclusions"]
HP:0003648	Lacticaciduria	An increased concentration of lactic acid in the urine.	["High urine lactic acid levels","Increased urine lactate"]
HP:0001089	Iris atrophy	Loss of iris tissue (atrophy)	["Iris degeneration"]
HP:0009503	Bracket epiphysis of the distal phalanx of the 2nd finger	An abnormality of the distal phalanx of the second finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	["Bracket shaped end part of the outermost bone of the index finger"]
HP:0032436	Abnormal C-reactive protein level	Any deviation from the normal concentration of C-reactive protein in the blood circulation.	[]
HP:0001522	Death in infancy	Death within the first 24 months of life.	["HP:0003816","HP:0003817","HP:0003818","HP:0003823","HP:0003827","Death in infancy","Infantile death","Lethal in infancy"]
HP:0002266	Focal clonic seizure	A focal clonic seizure is a type of focal motor seizure characterized by sustained rhythmic jerking, that is regularly repetitive.	["Focal clonic seizures","Localised clonic seizure","Localized clonic seizure","Partial clonic seizure","Segmental clonic seizure"]
HP:0034026	Elevated circulating sacchoropine concentration	An increased concentration of saccharopine in the blood circulation. L-saccharopine is the N(6)-(1,3-dicarboxypropan-1-yl) derivative of L-lysine.	[]
HP:0032311	Increased circulating globulin level	An abnormally elevated concentration of globulins in the blood.	[]
HP:0003733	Thigh hypertrophy	Muscle hypertrophy affecting the thighs.	["Increased thigh size"]
HP:0010493	Long metacarpals	An abnormally increased length of the metacarpal bones.	["Elongated long bone of hand","Increased length of metacarpals"]
HP:0500037	Nasolacrimal sac epithelial papillary carcinoma	The malignant epithelial neoplasm with papillary growths in the nasolacrimal sac.	[]
HP:0012014	EEG with central focal spikes	EEG with focal sharp transient waves of a duration less than 80 msec in the central region.	[]
HP:0002293	Alopecia of scalp		["HP:0200115","Absence of scalp hair","Baldness","Missing scalp hair","Pathologic hair loss from scalp","Scalp hair loss"]
HP:0030793	Jaw swelling	Abnormal enlargement in the upper jaw (maxilla) or in the lower jaw (mandible).	[]
HP:0002083	Migraine without aura	Repeated headache attacks lasting 4-72 h fulfilling at least two of the following criteria: 1) unilateral location, 2) pulsating quality, 3) moderate or severe pain intensity, and 4) aggravation by or causing avoidance of routine physical activity such as climbing stairs. Headache attacks are commonly accompanied by nausea, vomiting, photophobia, or phonophobia.	[]
HP:0100195	Fragmentation of the epiphysis of the proximal phalanx of the 4th toe		["Fragmentation of the end part of the innermost bone of the 4th toe"]
HP:0004132	Dimple on nasal tip	An abnormal indentation of the skin in the region of the nasal tip.	["Dimple on nasal tip","Dimpled tip of nose"]
HP:0002503	Spinocerebellar tract degeneration		["Degeneration of the spinocerebellar tracts","Spinocerebellar degeneration"]
HP:0006391	Overtubulated long bones	Overconstriction, or narrowness of the diaphysis and metaphysis of long bones.	[]
HP:0000191	Accessory oral frenulum	Extra fold of tissue extending from the alveolar ridge to the inner surface of the upper or lower lip.	["Accessory oral frenum","Extra oral frenulum","Extra oral frenum","Multiple oral frenula","Supernumerary oral frenulum","Supernumerary oral frenum"]
HP:0031178	Fixed head retroflexion	Head is bent in the posterior direction in a permanent fashion.	[]
HP:0002862	Bladder carcinoma	The presence of a carcinoma of the urinary bladder.	[]
HP:0004912	Hypophosphatemic rickets		[]
HP:0006095	Wide tufts of distal phalanges		["Wide tips of outermost digital bone"]
HP:0025400	Nodular-random pattern on pulmonary HRCT	A nodular pattern on pulmonary high-resolution computed tomography that has an apparently random pattern.	[]
HP:0005671	Bilateral intracerebral calcifications	Deposition of calcium salts on both sides of the brain.	["Bilateral intracranial calcifications"]
HP:0008166	Decreased beta-galactosidase activity	Abnormally decreased rate of beta-galactosidase activity. Beta-galactosidase activity can be measured in leukocyte, fibroblast, or plasma.	["HP:0003644","HP:0008300","Beta-galactosidase deficiency in fibroblasts and white blood cells","Beta-galactosidase-1 deficiency","Decreased beta galactosidase activity"]
HP:0031423	Small cerebellar cortex	Reduced size of the cerebellar cortex.	[]
HP:0004364	Abnormal circulating nitrogen compound concentration	Any deviation from the normal concentration of a nitrogen compound in the blood circulation.	[]
HP:0100639	Erectile dysfunction	A multidimensional but common male sexual dysfunction that involves an alteration in any of the components of the erectile response, including organic, relational and psychological.	["Abnormal erection","Erectile abnormalities"]
HP:0033264	Enlarged platelet dense granules	Increased size of platelet dense granules.	[]
HP:0030088	Increased serum testosterone level	An elevated circulating testosterone level in the blood.	["High serum testosterone level","High serum testosterone levels","Increased serum testosterone levels","Increased testosterone"]
HP:0033158	Reduced respiratory ciliary beating frequency	An abnormal reduction in the number of beats per unit time of the respiratory cilia.	["Dminished respiratory ciliary beat frequency"]
HP:0003844	Small epiphyses of the upper limbs		["Small end part of upper limb bones"]
HP:0009759	Neck pterygia	Pterygia affecting the neck.	["Neck pterygium"]
HP:0031244	Swollen lip	Enlargement of the lip typically due to fluid buildup or inflammation.	["Swelling of the lip"]
HP:0009850	Triangular shaped middle phalanges of the hand		["HP:0009876","Triangular shaped middle finger bones of the hand"]
HP:0500215	Abnormal CSF phenylalanine concentration	Any deviation from the normal concentration of phenylalanine in the cerebrospinal fluid.	["Abnormal phenylalanine levels in cerebrospinal fluid"]
HP:0010985	Gonosomal inheritance	A mode of inheritance that is observed for traits related to a gene encoded on the sex chromosomes.	[]
HP:0005477	Progressive sclerosis of skull base	Progressively increasing bone density of the skull base without significant changes in bony contour.	[]
HP:0033111	3-hydroxyisovaleric aciduria	Concentration of 3-hydroxyisovaleric acid in the urine above the normal range.	["Increased urine 3-hydroxyisovaleric acid level"]
HP:0002323	Anencephaly	Anencephaly is a developmental anomaly characterized by a fetus that has no calvarium, with a lack of most or all of the fetus' brain tissue. Anencephaly belongs to a collective group known as neural tube defects (NTD) and is a result of the neural tube failing to close in its rostral end during fetal development.	["Embryonic anencephaly","Fetal anencephaly","Foetal anencephaly"]
HP:0006146	Broad metacarpal epiphyses	Increased side-to-side width of the metacarpal epiphyses.	["Broad end part of long bone of hand"]
HP:0005720	Shortening of all metacarpals	Abnormal reduction in length of all metacarpal bones.	[]
HP:0007495	Prematurely aged appearance		["HP:0001599","Precociously senile appearance","Prematurely aged appearance"]
HP:0011323	Cleft of chin	Incomplete fusion of the chin, resulting from a developmental defect and manifesting as a midline cleft or fissure of the chin.	["Cleft of chin","Midline defect of chin"]
HP:0003959	Deformed forearm bones		["Deformed forearm bones"]
HP:0004110	obsolete Radially deviated index finger phalanges		[]
HP:0011305	Partial absence of toe	The absence of a phalangeal segment of a toe or hallux.	["Hypophalangy of toes","Partial absence of toe"]
HP:0002665	Lymphoma	A cancer originating in lymphocytes and presenting as a solid tumor of lymhpoid cells.	["Cancer of lymphatic system"]
HP:0005494	Premature posterior fontanelle closure		[]
HP:0011091	Gemination	The development of two teeth from a single tooth bud, leading to a larger fused tooth.	["Gemination of tooth","Splitting of crown of tooth"]
HP:0410359	Abnormal core 1 O-glycan level	An abnormal in the concentration of core 1 O-glycans on glycoproteins.	["Abnormal concentration of T-antigen"]
HP:0033661	Air crescent	An air crescent is a collection of air in a crescentic shape that separates the wall of a cavity from an inner mass. The air crescent sign is often considered characteristic of either Aspergillus colonization of preexisting cavities or retraction of infarcted lung in angioinvasive aspergillosis. However, the air crescent sign has also been reported in other conditions, including tuberculosis, Wegener granulomatosis, intracavitary hemorrhage, and lung cancer.	[]
HP:0008303	Olivary degeneration	Degeneration of the olivary bodies, prominent oval structures in the medulla oblongata.	[]
HP:0100483	Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal		["Fused innermost bone of 2nd toe with the 2nd long bone of foot"]
HP:0040296	Abnormal location of the eyebrow	Anomalous anatomical placement of the eyebrow.	["Abnormal location of eyebrows","Abnormally placed eyebrows"]
HP:0200058	Angiosarcoma		[]
HP:0500094	Latex allergy	Latex allergy is an IgE-mediated immediate hypersensitivity response to natural rubber latex (NRL) protein with a variety of clinical signs ranging from contact urticaria, angioedema, asthma, and anaphylaxis.	[]
HP:0000395	Prominent antihelix	The presence of an abnormally prominent antihelix.	[]
HP:0025617	Abnormal plasma cell count	An abnormal number of plasma cells in the blood circulation. Plasma cells are the the effector cells dedicated to the production of a high amount of antibodies.	[]
HP:0009988	Duplication of the distal phalanx of the 5th finger	Partial or complete duplication of the distal phalanx of little finger.	["Duplication of the outermost little finger bone","Duplication of the outermost pinkie finger bone","Duplication of the outermost pinky finger bone","Partial/complete duplication of the distal phalanx of the 5th finger"]
HP:0007029	Cerebral berry aneurysm	A small, sac-like aneurysm (outpouching) of a cerebral blood vessel.	["Cerebral saccular aneurysm"]
HP:0002878	Respiratory failure	A severe form of respiratory insufficiency characterized by inadequate gas exchange such that the levels of oxygen or carbon dioxide cannot be maintained within normal limits.	["HP:0004877","Respiratory failure"]
HP:0000891	Cervical ribs		[]
HP:0100883	Chorangioma	Hamartoma-like growth in the placenta consisting of blood vessels.	["Placental hamartoma"]
HP:0010470	Supernumerary testes	The presence of more than two testes.	["Extra testes","Polyorchidism"]
HP:0030404	Glucagonoma	An endocrine tumor of the pancreas that secretes excessive amounts of glucagon.	[]
HP:0031088	Vaginal dryness	Persistent vaginal dryness.	[]
HP:0031181	Necrolytic migratory erythema	Acral or periorificial lesions that evolve in recurrent crops, with an annular and migratory distribution.	[]
HP:0001049	Absent dorsal skin creases over affected joints		[]
HP:0012085	Pyuria	The presence of 10 or more white cells per cubic millimeter in a urine specimen, 3 or more white cells per high-power field of unspun urine, a positive result on Gram staining of an unspun urine specimen, or a urinary dipstick test that is positive for leukocyte esterase.	["High urine neutrophil count"]
HP:0033045	Bipedal edema	A palpable swelling in both feet and ankles caused by palpable swelling caused by an increase in interstitial fluid volume (excess fulid).	["Bipedal oedema"]
HP:0100179	Triangular epiphysis of the distal phalanx of the 4th toe		["Triangular end part of the outermost bone of the 4th toe"]
HP:0100674	Vaginal hematocele		[]
HP:0012123	Posterior uveitis	Inflammation of the uveal tract in which the primary site of inflammation is the retina or choroid.	["Choroiditis"]
HP:0012573	Global proximal tubulopathy	A type of proximal renal tubulopathy characterized by resorption defects leading to glycosuria, aminoaciduria, tubular proteinuria, renal hypophosphatemia, and urate tubular hyporeabsorption with bicarbonate loss and resulting acidosis.	[]
HP:0002243	Protein-losing enteropathy	Abnormal loss of protein from the digestive tract related to excessive leakage of plasma proteins into the lumen of the gastrointestinal tract.	[]
HP:0008211	Parathyroid agenesis	Aplasia of the parathyroid gland.	["Parathyroid absence","Parathyroid aplasia"]
HP:0025101	Dysgenesis of the hippocampus	Structural abnormality of the hippocampus related to defective development.	["Hippocampal dysgenesis"]
HP:0010744	Absent metatarsal bone	A developmental abnormality characterized by the absence (aplasia) of a metatarsal bone.	["Absent long bone of foot","Aplasia of the metatarsal bones"]
HP:0025201	Abnormal circulating apolipoprotein concentration	A deviation from the normal concentration in blood of an apolipoprotein, i.e., of a protein that binds lipids to form lipoprotein and is thereby responsible for the transport of lipids in the blood and lymph circulation.	["Abnormal apolipoprotein level"]
HP:0033371	Bronchocentric granulomatosis	Granulomatous inflammation that surrounds the bronchi and bronchioles, replacing bronchial walls and mucosa. In bronchocentric granulomatosis, the lumen of the airway contains necrotic debris, and palisaded histiocytes surround the lumen.	[]
HP:0002711	Exaggerated median tongue furrow	Increased depth of the median tongue furrow.	["Deep central lingual furrow","Deep central lingual groove","Deep central tongue furrow","Deep central tongue groove","Deep median lingual furrow","Deep median lingual groove","Deep median tongue furrow","Deep median tongue groove","Exaggerated median lingual furrow"]
HP:0001476	Delayed closure of the anterior fontanelle	A delay in closure (ossification) of the anterior fontanelle, which generally undergoes closure around the 18th month of life.	["Delayed closure anterior fontanel","Delayed closure of anterior fontanelle","Delayed closure of the bregma sutures","Delayed closure of the soft spot on the skull","Late closure of anterior fontanelle","Late closure of large anterior fontanel","Late closure of soft spot on the skull","Late closure of the bregma sutures","Later than typical closing of soft spot of skull","Persistent anterior fontanelle"]
HP:0011236	Angulated antihelix	Antihelical ridge that forms an acute angle between the antitragus and its bifurcation (stem) instead of a gently curving arc.	[]
HP:0000876	Oligomenorrhea	Infrequent menses (less than 6 per year or more than 35 days between cycles).	["Light or infrequent menstrual periods"]
HP:0003365	Arthralgia of the hip	Joint pain affecting the hip.	["Coxalgia","Hip arthralgia","Hip joint pain"]
HP:0033544	Mesangial fibril deposition	Extracellular mesangial accumulation of slender proteinaceous fibers.	[]
HP:0010908	Abnormal circulating lysine concentration	Any deviation from the normal concentration of lysine in the blood circulation.	["Abnormality of lysine metabolism"]
HP:0030065	Primitive neuroectodermal tumor	A tumor that originates in cells from the primitive neural crest. This group of tumors is characteirzed by the presence of primitive cells with elements of neuronal and/or glial differentiation.	["Primitive neuroectodermal tumour"]
HP:0005837	obsolete Joint dislocations in young adult		[]
HP:0032157	Recurrent genital herpes	Recurrent episodes of genital herpes, typically characterized by stages of erythema, papules, short-lived vesicles, painful ulcers, and crusts on the skin of the genitals and surrounding area, and that typically resolve over a period of 2 to 3 weeks.	[]
HP:0025240	Preretinal hemorrhage	An accumulation of blood between the neurosensory retina and the retinal pigment epithelium (RPE) arising from the choroidal or retinal circulation.	["Preretinal haemorrhage","Preretinal heme"]
HP:0003329	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes		[]
HP:0008153	Periodic hypokalemic paresis	Episodes of muscle weakness associated with reduced levels of potassium in the blood.	["Hypokalemic periodic paresis"]
HP:0004257	Delayed ossification of the trapezoid bone	Formation of bone tissue of trapezoid is less than expected for age.	["Delayed maturation of the trapezoid bone"]
HP:0008436	Absent/hypoplastic coccyx		["Absent/small tailbone","Absent/underdeveloped tailbone"]
HP:0012232	Shortened QT interval	Decreased time between the start of the Q wave and the end of the T wave as measured by the electrocardiogram (EKG).	[]
HP:0500262	Atrichia	The most dramatic and severe form of hair loss characterized by an absence of hair follicles.	[]
HP:0012305	Coarctation of the descending aortic arch	Narrowing or constriction of the aorta localized to the region of the descending trunk of arch of aorta.	[]
HP:0010239	Aplasia of the middle phalanx of the hand	Absence of one or more middle phalanx of a finger.	["HP:0005778","Absent middle bones of hand","Absent middle phalanges","Missing middle phalanges"]
HP:0006278	Ectopic pancreatic tissue	The presence of pancreatic tissue outside the normal pancreas, in many cases along the foregut and proximal midgut.	["Abnormal pancreas location"]
HP:0003715	Myofibrillar myopathy	Myofibrillar structural changes characterized by abnormal intracellular accumulation of the intermediate filament desmin and other proteins.	["Myofibrillar changes"]
HP:0011795	Intralobar nephroblastomatosis	Presence of persistent islands of renal blastema in the postnatal kidney, anywhere within a renal lobe (a portion of a kidney consisting of a renal pyramid and the renal cortex above it).	[]
HP:0100461	Patchy sclerosis of the middle phalanx of the 3rd toe		["Uneven increase in bone density in the middle bone of the 3rd toe"]
HP:0031478	Abnormal mitral valve annulus morphology	Any structural anomaly of the annulus of the mitral valve. The annulus is a ring composed of fibrous and myocardial tissue and is the structure onto which the cusps of the valve attach.	[]
HP:0005973	Fructose intolerance	Reduced intestinal absorption of fructose. Breath testing after ingestion of fructose has been widely adopted as a standard method of identifying fructose malabsorption and intolerance. A dose of 25 g of fructose dissolved in a 10% solution is generally accepted as the appropriate dose of fructose for clinical use of H2 and CH4 breath testing. High levels of hydrogen in exhaled breath subsequent hours indicate fructose intolerance. Presence of malabsorption and reproduction of symptoms during a breath test provides the best objective evidence and symptom correlation for fructose intolerance.	["Fructose malabsorption"]
HP:0025159	Hypoautofluorescent retinal lesion	Decreased amount of autofluorescence in the retina as ascertained by fundus autofluorescence imaging.	["Hypo-autofluorescent retinal lesion"]
HP:0100742	Vascular neoplasm	A benign or malignant neoplasm (tumour) originating in the vascular system.	["Blood vessel tumor","Blood vessel tumour"]
HP:0040075	Hypopituitarism		[]
HP:0033004	Palmar warts	Multiple verrucous lesions on the skin of the palm. These lesions are raised, have a thickened and rough surface, and may display prominent black dots (thrombosed capillaries). Palmar warts are caused by caused by human papillomavirus (HPV).	[]
HP:0011771	Autoimmune hypoparathyroidism	A type of hypoparathyroidism with circulating antiparathyroid or anti-calcium sensing receptor antibodies indicative of autoimmunity.	[]
HP:0003002	Breast carcinoma	The presence of a carcinoma of the breast.	["Breast cancer"]
HP:0032221	Periportal emperipolesis	The engulfing of lymphocytes by hepatocytes, which typically occurs in the interface hepatitis area.	[]
HP:0005543	Reduced protein C activity	An abnormality of coagulation related to a decreased concentration of vitamin K-dependent protein C. Protein C is activated to protein Ca by thrombin bound to thrombomodulin. Activated protein C degrades factors VIIIa and Va.	["Protein C deficiency"]
HP:0031422	Abnormal cerebellar cortex morphology	Any structural anomaly of the cortex of the cerebellum.	["Abnormal morphology of the cerebellar cortex"]
HP:0007633	Bilateral microphthalmos	A developmental anomaly characterized by abnormal smallness of both eyes.	["HP:0001143","HP:0001585","Abnormally small eyeball on both sides","Decreased size of eyeballs","Decreased size of globes of eyes","Microphthalmia, bilateral"]
HP:0011317	Right unicoronal synostosis	Unicoronal synostosis affecting only the right coronal suture.	[]
HP:0001103	Abnormal macular morphology	A structural abnormality of the macula lutea, which is an oval-shaped highly pigmented yellow spot near the center of the retina.	["Abnormality of the macula","Macula abnormality","Macular abnormality"]
HP:0030334	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	A structural anomaly of a CD4-positive, CD25-positive, alpha-beta T cell. These cells are regulatory T cells.	[]
HP:0003926	Abnormality of the humeral diaphysis	An anomaly of the humeral diaphysis.	["Abnormality of shaft of long bone in upper arm"]
HP:0006837	Congenital Horner syndrome	A type of Horner syndrome with congenital onset.	[]
HP:0007755	Juvenile epithelial corneal dystrophy		[]
HP:0025037	Hypothalamic gliosis	Focal proliferation of glial cells in the hypothalamus.	[]
HP:0001223	Pointed proximal second through fifth metacarpals	All of the metacarpal bones of the hand have a pointed proximal appearance.	[]
HP:0011509	Macular hyperpigmentation	Increased amount of pigmentation in the macula lutea.	[]
HP:0040314	Blind vagina	The vagina ends in a blind pouch or sac rather than being connected to the internal genitalia.	["Blind-ended vagina"]
HP:0006668	Twelfth rib hypoplasia		["Small twelfth rib","Underdeveloped twelfth rib"]
HP:0000666	Horizontal nystagmus	Nystagmus consisting of horizontal to-and-fro eye movements.	["Nystagmus, horizontal"]
HP:0010960	Bronchopulmonary sequestration	The presence of microscopic cystic masses of nonfunctioning pulmonary tissue that lack an obvious communication with the tracheobronchial tree.	[]
HP:0004563	Increased spinal bone density	Increased bone density affecting the bones of the spine (vertebral column).	["Increased density of spinal bone","Ivory spinal bone"]
HP:0000121	Nephrocalcinosis	Nephrocalcinosis is the deposition of calcium salts in renal parenchyma.	["Too much calcium deposited in kidneys"]
HP:0100697	Neurofibrosarcoma	A form of malignant cancer of the connective tissue surrounding nerves. Given its origin and behavior, it is classified as a sarcoma.	["Malignant peripheral nerve sheath tumor","Malignant peripheral nerve sheath tumour","Malignant schwannoma","Neurosarcoma"]
