id	clade	name	description	synonyms
NCBI:txid1208508	species	Coccus secretus		[]
NCBI:txid2513294	species	Chrysomelidae sp. INDOBIOSYS-CCDB30374-B11		[]
NCBI:txid2707884	species	Richtersius aff. coronifer 7 DS-2020		[]
NCBI:txid417519	species	Meleoma furcata		[]
NCBI:txid1389230	species	Oligosoma polychroma		["Leiolopisma nigriplanatre polychroma", "Oligosoma nigriplantare polychroma"]
NCBI:txid815641	species	Araneae sp. BOLD:AAC1590		[]
NCBI:txid1873076	species	Aselliscus dongbacana		[]
NCBI:txid983921	species	Symbiodinium sp. AacroV		[]
NCBI:txid2032619	species	Bostrychia kingii		[]
NCBI:txid515923	species	Bacillus sp. cp-h46		[]
NCBI:txid1990370	species	Sciaridae sp. BIOUG02445-E01		[]
NCBI:txid1798127	species	Orbilia subovoidea		[]
NCBI:txid364852	species	bacterium gwi67		[]
NCBI:txid119949	species	Myrtus communis		[]
NCBI:txid75082	species	Rubus pedatus		[]
NCBI:txid1851260	species	Acantholimon cephalotes		[]
NCBI:txid246497	species	Xylaria sp. F1		[]
NCBI:txid1434520	species	Galerucinae sp. 7 ACP-2013		[]
NCBI:txid2589855	species	Metanophrys sp.		[]
NCBI:txid2086131	species	Trixagus sp. BIOUG31018-E08		[]
NCBI:txid1299206	strain	Salmonella enterica subsp. enterica serovar Newport str. CFSAN001893		[]
NCBI:txid899973	species	Lepidoptera sp. BOLD:AAL5804		[]
NCBI:txid1909726	genus	Levantinella		[]
NCBI:txid2280669	species	Megaselia sp. BIOUG21763-D01		[]
NCBI:txid1277477	species	Sphingomonas sp. 7-5		[]
NCBI:txid1285724	species	Streptomyces sp. (ex Quercus palustris)_B		[]
NCBI:txid904123	no rank	Influenza A virus (A/Nizhny Novgorod/RII1/2009(H1N1))		[]
NCBI:txid675568	species	Proteus sp. Hb-0203		[]
NCBI:txid2353915	species	Cecidomyiidae sp. BIOUG22661-D03		[]
NCBI:txid1251508	species	Stigmaeidae sp. BOLD:AAM8008		[]
NCBI:txid2227340	species	Dryinidae sp. BIOUG21688-H09		[]
NCBI:txid2270243	species	Megaselia pulicaria complex sp. BIOUG26727-E04		[]
NCBI:txid1685085	no rank	Norovirus Hu/GII.4/LVCA/22834/2013/BRA		[]
NCBI:txid2443720	species	Punctoribatidae sp. BIOUG23022-F10		[]
NCBI:txid2537181	species	Orthocladiinae sp. BIOUG21047-B04		[]
NCBI:txid2429221	species	Eucoilinae sp. BIOUG23774-E11		[]
NCBI:txid708323	species	Myocoptidae sp. AMUMyo01		[]
NCBI:txid302202	species	Methylobacterium sp. Schreyahn_Kolonie_Aster_3.1		[]
NCBI:txid684914	species	Arthrobacter sp. 4PE5.3		[]
NCBI:txid110132	species	Labyrinthomyces sp. cl 4-23		[]
NCBI:txid588271	species	Bacillus sp. DCR_F23		[]
NCBI:txid1406457	no rank	Sapovirus Hu/GI/GP2_Jun08_1496/ZAF		[]
NCBI:txid1847974	species	Bacillus sp. BAB-5771		[]
NCBI:txid135671	subspecies	Xylocopa virginica virginica		["Xylocopa (Xylocopoides) v. virginica", "Xylocopa (Xylocopoides) virginica virginica"]
NCBI:txid1594118	no rank	Influenza A virus (A/duck/Jiangxi/26175/2013(H7N3))		[]
NCBI:txid1322185	species	Eucyclops cf. serrulatus ZISP 11SNM-522		[]
NCBI:txid2161103	species	Valenzuela sp. BIOUG26598-A07		[]
NCBI:txid2481280	species	Arion sp. USCM6388		[]
NCBI:txid1545733	species	Ampelomyces sp. 9031A-a		[]
NCBI:txid73025	species	Eutreptiella gymnastica		[]
NCBI:txid2350713	species	Cecidomyiidae sp. BIOUG14890-C10		[]
NCBI:txid2114465	species	Melanophthalma sp. BIOUG27390-E05		[]
NCBI:txid461183	species	Lucasia sp. lasiocarpa		["Lucasia lasiocarpa"]
NCBI:txid2103240	species	Tomoceridae sp. BIOUG21799-E11		[]
NCBI:txid1140316	no rank	HIV-1 M:A Gr-9-A		[]
NCBI:txid383281	no rank	Influenza A virus (A/Otago/5/2005(H1N1))		[]
NCBI:txid590425	species	Chaetomium sp. OY33207		[]
NCBI:txid410409	species	marine bacterium CS-71		[]
NCBI:txid1142447	genus	Pygopleurus		[]
NCBI:txid1740761	species	Dolichopus sp. SEB13 nr. boreus		[]
NCBI:txid850464	species	Lepidoptera sp. BOLD:AAK0209		[]
NCBI:txid1186997	subspecies	Cololejeunea trichomanis subsp. cordiflora		["Cololejeunea cordiflora", "Cololejeunea cordifolia"]
NCBI:txid1604323	species	Primeuchroeus cf. incisicollis AD-2015		[]
NCBI:txid2324348	species	Cecidomyiidae sp. PHMTW013-10		[]
NCBI:txid1775090	species	Teinopodagrion lepidum		[]
NCBI:txid1354642	no rank	Influenza B virus (B/India/V117064/2010)		[]
NCBI:txid2427922	species	Cryptinae sp. BIOUG25747-A10		[]
NCBI:txid1557468	species	Fraus distispina		[]
NCBI:txid2032786	species	Caligus sp. H27_G2_Phca3		[]
NCBI:txid1498370	species	Scaphidysderina cotopaxi		[]
NCBI:txid1250042	species	Mesonia sp. RHA_77		[]
NCBI:txid1536594	no rank	Influenza A virus (A/muscovy duck/Vietnam/LBM675/2014(H9N2))		[]
NCBI:txid2131552	species	Cecidomyiidae sp. BIOUG20148-B09		[]
NCBI:txid417560	species	Italochrysa nigrovenosa		["Italochrysa nigrovenosus"]
NCBI:txid2687195	species	Cosmocerca simile		[]
NCBI:txid2831064	species	Pluteus hubregtseorum		[]
NCBI:txid2724350	species	Scleroderma patagonicum		[]
NCBI:txid1645212	species	Kluyvera sp. UIWRF0450		[]
NCBI:txid2595370	species	Hypothenemus sp. cur229SG		[]
NCBI:txid1128696	species	Bacillus sp. XWG3-6		[]
NCBI:txid1805634	species	Acinetobacter sp. SFB		[]
NCBI:txid1838857	species	Chironomidae sp. BOLD:ACT0261		[]
NCBI:txid1538261	species	Variovorax sp. ahR6		[]
NCBI:txid716354	no rank	Norovirus Hu/GII/OC06161/2006/JP		[]
NCBI:txid2242366	species	Hypogastruridae sp. BIOUG08044-A12		[]
NCBI:txid852925	species	Perciformes sp. BOLD:AAB6552		[]
NCBI:txid2170116	species	Porcine associated porprismacovirus 1		[]
NCBI:txid934197	species	Polaribacter sp. SW2-7		[]
NCBI:txid2744897	species	Mesodiplostomum gladiolum		[]
NCBI:txid186730	species	Berberis parodii		[]
NCBI:txid2184134	species	Diaphanosoma celebensis		[]
NCBI:txid1888907	species	Sulfitobacter sp. 2/400ASWyT15WGD		["Oceanibulbus sp. 2/400ASWyT15WGD"]
NCBI:txid2229453	species	Galatheidae sp. KSA_1309		[]
NCBI:txid351201	species	Scurria silvana		[]
NCBI:txid2243967	species	Oribatula sp. BIOUG27622-D07		[]
NCBI:txid1296849	no rank	Influenza B virus (B/Sydney/5/2008)		[]
NCBI:txid1094902	family	Alvinocarididae		[]
NCBI:txid2556374	species	Cecidomyiidae sp. BIOUG14163-E05		[]
NCBI:txid2764535	species	Cortinarius subrigens		[]
NCBI:txid1122789	species	bacterium W15M8		[]
NCBI:txid1997612	species	Chloropidae sp. BIOUG21736-H10		[]
NCBI:txid2259763	species	Arachnopeziza araneosa		["Pyronema araneosum Sacc., 1878"]
NCBI:txid363646	species	Pseudomonas sp. OC-C4-4		[]
NCBI:txid13788	species	Trebouxia impressa		["Pseudotrebouxia impressa"]
NCBI:txid1225954	species	Rhodococcus sp. H7.12		[]
NCBI:txid1328220	species	Plasmodium sp. P1U.1		[]
NCBI:txid1457055	species	Bathysciola liqueana		[]
NCBI:txid1661521	species	Tasimiidae sp. AD-2015		[]
NCBI:txid2390120	species	Cecidomyiidae sp. BIOUG32046-E02		[]
NCBI:txid1080922	species	Meteorus aff. obfuscatus JMS-2011		[]
NCBI:txid1999049	species	Scelioninae sp. BIOUG02436-E05		[]
NCBI:txid2764823	species	Chironomidae sp. CH690-A11		[]
NCBI:txid888923	species	Acinetobacter sp. INBio2922C		[]
NCBI:txid643187	species	Burkholderia sp. UFLA4-45		[]
NCBI:txid2467333	species	Diapriidae sp. BIOUG11877-E07		[]
NCBI:txid1868919	genus	Zacycloptera		[]
NCBI:txid165275	species	Epulorhiza sp. Am8		[]
NCBI:txid2107747	species	Hymenochaete aff. coffeana		[]
NCBI:txid2209527	species	Orthocladiinae sp. BIOUG22377-B06		[]
NCBI:txid2615130	species	Starkeya sp. 8P		[]
NCBI:txid1166667	species	Hypopygiopsis tumrasvini		[]
NCBI:txid2681606	no rank	Escherichia phage DT57C		[]
NCBI:txid2628244	no rank	unclassified Acrochaete		[]
NCBI:txid1469694	species	Nacobbus sp. CZA 0023		[]
NCBI:txid2292540	species	Hexapoda sp. 13 TG-2018		[]
NCBI:txid1389508	species	Aloe hardyi		[]
NCBI:txid444949	species	Empusa guttula		[]
NCBI:txid1959213	species	Cicurina sp. TK188728		[]
NCBI:txid579281	genus	Vestria		[]
NCBI:txid2665829	species	Oberwinklerozyma sp. XZ129C7		[]
NCBI:txid1252883	species	Cryptinae sp. BOLD:AAD0970		[]
NCBI:txid202441	species	Stauroteuthis sp. Bahia II e537		[]
NCBI:txid1900298	species	Diptera sp. sc_01854		[]
NCBI:txid1354536	species	Expression vector PD		[]
NCBI:txid939753	species	Planctomycetes bacterium SCGC AAA240-N21		[]
NCBI:txid1760668	species	Mesostigmata sp. BOLD:ACM3655		[]
NCBI:txid339569	no rank	Norovirus Hu/Hokkaido/91/2001/JP		[]
NCBI:txid2699226	species	Leucopodella sp. ZFMK XM137		[]
NCBI:txid542913	no rank	Influenza A virus (A/quail/PA/20304/1998(H7N2))		["Influenza A virus (A/Quail/PA/20304/98(H7N2))"]
NCBI:txid2405284	species	Lycoriella sp. BIOUG31038-C08		[]
NCBI:txid2846274	species	Staphylococcus virus SA1014ruMSSAST7		[]
NCBI:txid710215	species	Parasesarma ungulatum		[]
NCBI:txid1196367	species	Acremonium sp. CASMB-SEF 44		[]
NCBI:txid1118878	species	Pythium sp. D92		[]
NCBI:txid1901095	species	Lepidoptera sp. sc_01393		[]
NCBI:txid557799	genus	Menesia		[]
NCBI:txid2504415	species	Ichneumonidae sp. INDOBIOSYS-CCDB25250-D01		[]
NCBI:txid1440101	no rank	Influenza A virus (A/swine/North Carolina/A01290790/2013(H1N2))		[]
NCBI:txid2380214	species	Megaselia sp. BIOUG32432-B07		[]
NCBI:txid2255536	species	Rheotanytarsus sp. BIOUG21860-F08		[]
NCBI:txid2711509	species	Inocybe sp. 112 RAC-2020		[]
NCBI:txid264748	species	Lyngbya aerugineo-coerulea		[]
NCBI:txid2622215	no rank	unclassified Metapteron		[]
NCBI:txid247087	species	Kumara disticha		["Aloe dichotoma subsp. pilllansii", "Aloe plicatilis"]
NCBI:txid2851632	species	Synechococcus sp. K40		[]
NCBI:txid1459169	species	Acetobacteraceae bacterium 3295O2		[]
NCBI:txid403449	no rank	Influenza B virus (B/Vermont/1/2006)		[]
NCBI:txid1027736	species	Helotiales sp. SC4-3		[]
NCBI:txid1023851	species	Lepidoptera sp. BOLD:AAP1734		[]
NCBI:txid429386	species	Phoma sp. B17B		[]
NCBI:txid340466	species	Sphingomonas sp. TSBY-13		[]
NCBI:txid2670442	species	Galumna sp. BIOUG23544-G09		[]
NCBI:txid1671976	species	Sphaeropteris quindiuensis		[]
NCBI:txid351405	species	Nembrotha cristata		[]
NCBI:txid2090167	species	Pteromalidae sp. BIOUG31111-E08		[]
NCBI:txid2267266	species	Flaviflagellibacter deserti		[]
NCBI:txid2021695	species	Bacillus sp. 7894-2		[]
NCBI:txid1738987	species	Piloderma sp. 24 DL-2015		[]
NCBI:txid2594162	species	Pestalotiopsis rhizophorae		[]
NCBI:txid2253209	species	Cladotanytarsus sp. BIOUG21856-D07		[]
NCBI:txid216056	species	Dyspyralis nigellus		["Dyspyralis nigella"]
NCBI:txid270	genus	Thermus		[]
NCBI:txid1698434	species	Ceraceosorus africanus		[]
NCBI:txid2258727	species	Polypedilum sp. BIOUG20616-G01		[]
NCBI:txid1315688	species	bacterium W46		[]
NCBI:txid2072969	species	Cloning vector pTagging_GagGFP		[]
NCBI:txid974405	species	Corallinales sp. BOLD:AAO9262		[]
NCBI:txid406546	species	Nocardioides sp. CMU5		[]
NCBI:txid335317	no rank	Influenza A virus (A/New York/368/2004(H3N2))		[]
NCBI:txid1814301	genus	Calthalotia		[]
NCBI:txid1250403	species	Bacillus sp. FPZSP072		[]
NCBI:txid932621	species	uncultured Botryococcus		["uncultured Botryococcus sp."]
NCBI:txid2029838	species	Polystomatidae sp. MiAD546		[]
NCBI:txid1549298	no rank	Influenza A virus (A/chicken/Beijing/0512/2013(H9N2))		[]
NCBI:txid52693	species	Acetobacterium paludosum		[]
NCBI:txid408580	species	Bacillus coahuilensis		[]
NCBI:txid2021939	species	Aphelocheirus jendeki		[]
NCBI:txid1952394	species	Ruminococcaceae bacterium UBA5413		[]
NCBI:txid1683947	species	Phyllobacterium sp. KAR48		[]
NCBI:txid1297144	species	fungal sp. J279		[]
NCBI:txid2804496	species	Staphylococcus sp. GDY8P152P		[]
NCBI:txid1190990	no rank	Norovirus Hu/GGII.6/26047/TUN/2008		[]
NCBI:txid1641956	varietas	Paphiopedilum gratrixianum var. cangyuanense		[]
NCBI:txid2407614	species	Orthocladiinae sp. BIOUG07347-B01		[]
NCBI:txid2500374	species	Anopheles sp. SMRU:METF 63927		[]
NCBI:txid2560789	species	Streptomyces virus Paradiddles		[]
NCBI:txid2267603	species	Stauroneis acidoclinatopsis		[]
NCBI:txid1413640	species	Cladosporium sp. DY115-21-7-M5		[]
NCBI:txid1747916	species	Bacillus sp. NG3-8		[]
NCBI:txid254075	species	Marinobacter sp. AI-18		[]
NCBI:txid1448847	strain	Staphylococcus aureus 1801-1 2010		[]
NCBI:txid2465221	species	Diapriidae sp. BIOUG06250-D08		[]
NCBI:txid53735	species	Sanvitalia ocymoides		[]
NCBI:txid1301901	species	gamma proteobacterium BAL396		[]
NCBI:txid1996234	species	Sciaridae sp. BIOUG02545-B11		[]
NCBI:txid1716160	species	Oniscidea sp. JXAUM-L14103		[]
NCBI:txid2585176	species	Dirhinus madagascariensis		[]
NCBI:txid303855	species	Thoreauella sp. 4 MB392		[]
NCBI:txid462668	species	Ramboldia stuartii		[]
NCBI:txid646376	species	Pseudomonas sp. c267		[]
NCBI:txid420645	species	Lactobacillus equicursoris		[]
NCBI:txid2582814	species	Astragalus globiflorus		[]
NCBI:txid1982340	species	Bactrocera digressa		[]
NCBI:txid367141	no rank	Influenza B virus (B/Nepal/1114/2005)		[]
NCBI:txid2734682	genus	Aqaballianassa		[]
NCBI:txid1248144	species	Brachyptera braueri		[]
NCBI:txid1191524	isolate	secondary endosymbiont of Ctenarytaina eucalypti Thao2000		[]
NCBI:txid1907662	species	Raoultibacter timonensis		[]
NCBI:txid2024554	species	Virgibacillus indicus		[]
NCBI:txid1684107	species	Zoogloea sp. N299		[]
NCBI:txid1847691	species	Satyrium sp. BOLD:ABX6433		[]
NCBI:txid1766010	species	Thalassodes umbrimedia		[]
NCBI:txid394463	species	Gastrotheca psychrophila		[]
NCBI:txid1235364	species	Ocellularia aff. minutula Lumbsch 19125g		[]
NCBI:txid2023804	species	Cladiella sp. 165 KKE-2017		[]
NCBI:txid2028646	species	Myrmeleon regularis		[]
NCBI:txid2243335	species	Liacarus sp. BIOUG21798-F01		[]
NCBI:txid215496	species	bacterium MF_isolate_29		[]
NCBI:txid378056	species	Sugiyamaella marionensis		["Candida marionensis"]
NCBI:txid2310030	species	Empididae sp. BIOUG25775-A12		[]
NCBI:txid1293366	species	Thricops villicrura		["Hyetodesia villicrura"]
NCBI:txid1178410	species	Fuscoporia sp. JV0610/VIIK		[]
NCBI:txid1849191	subspecies	Anthroherpon ganglbaueri ganglbaueri		[]
NCBI:txid1051396	species	Corchorus orinocensis		[]
NCBI:txid1607338	species	Stenotrophomonas sp. StRD724		[]
NCBI:txid826058	species	Hymenoptera sp. BOLD:AAE8670		[]
NCBI:txid2588845	species	Leucocytozoon sp. CYASTE08		[]
NCBI:txid2570710	species	Cortinarius sp. 14 RAC-2019		[]
NCBI:txid1405185	species	Ceratolejeunea laetefusca		["Lejeunea laetefusca"]
NCBI:txid2548039	species	Streptococcus phage Javan191		[]
NCBI:txid1180058	species	Vibrio sp. S9Ma4_073		[]
NCBI:txid2300822	species	Chironomus sp. BIOUG23410-C03		[]
NCBI:txid1627698	species	uncultured bacterium Contig17545		[]
NCBI:txid1634890	no rank	Influenza A virus (A/recombinant/USD_RG208(H1))		[]
NCBI:txid1425808	species	Pseudomonas sp. Bacto19		[]
NCBI:txid1100479	species	Stenoma sp. Janzen199		["Stenoma Janzen199"]
NCBI:txid1740603	species	Dothiorella vinea-gemmae		[]
NCBI:txid1637842	species	Burkholderia sp. MSMB1498		[]
NCBI:txid479085	species	Dionda melanops		[]
NCBI:txid2019908	species	Dekeyseria amazonica		[]
NCBI:txid751078	no rank	Influenza A virus (A/Hafang/36/1998(H3N2))		[]
NCBI:txid1969781	species	Sphingomonas sp. DOM-20		[]
NCBI:txid894456	species	Hymenoptera sp. BOLD:AAG7963		[]
NCBI:txid641761	species	Pseudomonas sp. PR6-10		[]
NCBI:txid63119	no rank	unclassified Hemichordata		[]
NCBI:txid1617850	species	Lepidophorella sp. 10173		[]
NCBI:txid1770265	species	Alfalfa enamovirus 1		["Alfalfa dwarfism associated virus", "Alfalfa enamovirus-1"]
NCBI:txid2315499	species	Silene demawendica		[]
NCBI:txid1569695	species	Ruellia tetragona		[]
NCBI:txid56043	species	Jasminum attenuatum		[]
NCBI:txid56015	species	cucurbit yellow vine disease bacterium		[]
NCBI:txid168478	species	Penicillium cf. hennebertii		["Thysanophora cf. canadensis"]
NCBI:txid137786	species	Phagemid cloning vector pComb3X		[]
NCBI:txid357872	species	P element transformation vector pTARG		[]
NCBI:txid1997847	species	Dasyopa sp. BIOUG02549-G02		[]
NCBI:txid2091986	species	Trichogramma sp. BIOUG26571-E02		[]
NCBI:txid116290	species	Micromonospora sp. IM-0643		[]
NCBI:txid2174519	species	Senecio aff. lautus CSL-2018		[]
NCBI:txid2337637	species	Runcinia insecta		[]
NCBI:txid1244589	species	Salix x smithiana		[]
NCBI:txid166750	species	Gobiopterus semivestitus		["Paraphya semivestita"]
NCBI:txid1847994	species	Bacillus sp. BAB-5792		[]
NCBI:txid2006903	varietas	Greeneocharis circumscissa var. circumscissa		[]
NCBI:txid2680903	species	Psoloessa texana		[]
NCBI:txid717373	species	Oligopleura malachitaria		[]
NCBI:txid1691006	species	Entomobryinae sp. SSBAB305-12		[]
NCBI:txid2572863	species	Cormocephalus pyropygus		[]
NCBI:txid2610037	species	Glenurus heteropteryx		[]
NCBI:txid2516200	species	Camarothorax sp. Cam_conc_1		[]
NCBI:txid1888997	species	Marine Group III euryarchaeote CG-Epi3		[]
NCBI:txid2223584	species	Myrmica sp. BIOUG14786-B05		[]
NCBI:txid1452045	species	bacterium ND2001		[]
NCBI:txid93399	species group	denticeps group		[]
NCBI:txid2172039	species	Maize associated totivirus 1		[]
NCBI:txid63906	subspecies	Copelatus chevrolati renovatus		[]
NCBI:txid751583	species	Leptolyngbya sp. ISC 69		[]
NCBI:txid1075324	species	Ectoedemia sp. Rubus Borneo		["Ectoedemia Rubus Borneo", "Ectoedemia sp. BOLD:AAI6177"]
NCBI:txid2021104	species	Stolephorus aff. indicus CIFEFGB-KJ-0018		[]
NCBI:txid1106887	species	Notodontidae sp. BOLD:AAL8504		[]
NCBI:txid1811787	species	Synechococcus sp. R11		[]
NCBI:txid917221	species	Diptera sp. BOLD:AAM6311		[]
NCBI:txid2086575	species	Parabacteroides pacaensis		[]
NCBI:txid226228	species	Adenophora stenophylla		[]
NCBI:txid507002	genus	Candidatus Limnoluna		["Limnoluna"]
NCBI:txid2467418	species	Diapriidae sp. BIOUG18871-G10		[]
NCBI:txid985912	no rank	Influenza A virus (A/Santo Domingo/WRAIR1044N/2009(H1N1))		[]
NCBI:txid1446417	species	Clavibacter sp. b201		[]
NCBI:txid2553831	species	Maesaipsyche sp. INCAD271-10		[]
NCBI:txid1902800	species	Dasyhelea cf. bensoni BOLD-2016		[]
NCBI:txid2523491	species	Platygastridae sp. BIOUG21472-E03		[]
NCBI:txid1431457	species	Prunus scoparia x Prunus elaeagrifolia		["Amygdalus scoparia x Amygdalus elaeagrifolia", "Amygdalus x yasujensis", "Amygdalus yasujensis"]
NCBI:txid548207	species	Anecphora sp. JMU-2008		[]
NCBI:txid566480	species	Alteromonas sp. 06-028671		[]
NCBI:txid2197595	species	Orthocladiinae sp. BIOUG21043-D09		[]
NCBI:txid2120471	species	Cecidomyiidae sp. BIOUG26987-H10		[]
NCBI:txid215556	species	Plasmodium heteronucleare		[]
NCBI:txid231194	species	Crimissa nr. cruralis CND-2003		["Crimissa sp. near cruralis CND-2003"]
NCBI:txid816260	species	Arcoida sp. BOLD:AAE6185		[]
NCBI:txid2420122	species	Adiantum phanerophlebium		["Pteris phanerophlebia"]
NCBI:txid2323564	species	Caprellidae sp. DQCS139-10		[]
NCBI:txid1741049	species	Cecidomyiidae sp. BOLD:ACG3149		[]
NCBI:txid825442	species	Hymenoptera sp. BOLD:AAD5080		[]
NCBI:txid630237	species	Acropsilus sp. 1 SNK-2009		[]
NCBI:txid1520864	species	Ruegeria sp. TSASRA006		[]
NCBI:txid321865	species	Rhodococcus sp. SOMBO7		[]
NCBI:txid1553688	species	Ptilinus fuscus		[]
NCBI:txid1819235	species	Brachionus sp. 2014-ES		[]
NCBI:txid129498	species	Haplochromis sp. HT-8676		[]
NCBI:txid2815517	species	Chamaecrista spinulosa		["Cassia spinulosa"]
NCBI:txid1338688	no rank	Norovirus Hu/GIV.1/CCDC GR1113-59/CHN/2011		["Norovirus Hu/GIV.1/CCDC GR1113-59/China/2011"]
NCBI:txid1832206	species	Diapriidae sp. CNLMI658-14		[]
NCBI:txid882228	species	Haptophyceae sp. 01-B11		[]
NCBI:txid1240424	species	Rhyncomya soyauxi		[]
NCBI:txid1191592	species	Russula hiemisilvae		[]
NCBI:txid1145500	species	bacterium NLAE-zl-C232		[]
NCBI:txid370443	subspecies	Zosterops palpebrosus auriventer		[]
NCBI:txid574807	species	Haemophilus sp. HP 65-1 S		[]
NCBI:txid1553883	genus	Tachyura		[]
NCBI:txid1001844	species	Dinoplatupus luniger		[]
NCBI:txid1147966	species	cyanobacterium enrichment culture clone 5_4_5.4.3_A11-T7		[]
NCBI:txid1176001	species	Thelebolus sp. GWT2-1		[]
NCBI:txid1474636	species	Parornix sp. BOLD:ACH0144		[]
NCBI:txid7873	species	Hydrolagus colliei	Pacific ratfish	["Pacific ratfish", "Chimaera colliei"]
NCBI:txid259635	family	Microhedylidae		[]
NCBI:txid2017075	species	Datana sp. 'rotunda'		[]
NCBI:txid1715774	species	Rhodococcus sp. DYC-1		[]
NCBI:txid1869822	species	Ecpyrrhorrhoe rubiginalis		[]
NCBI:txid914257	species	Bradyrhizobium sp. LmjB4		[]
NCBI:txid1632119	species	Gymnospermium odessanum		[]
NCBI:txid2166152	species	Eudorylas sp. BIOUG21535-B03		[]
NCBI:txid2771841	species	Spio sp. GF-26665_23868		[]
NCBI:txid1676346	species	Streptomyces sp. SCAU5028		[]
NCBI:txid2258869	species	Polypedilum sp. BIOUG20510-D04		[]
NCBI:txid2567672	species	Tetramorium zeny		[]
NCBI:txid2788919	species	uncultured Cyanoboletus		[]
NCBI:txid2257099	species	Polypedilum sp. BIOUG27455-F04		[]
NCBI:txid1389843	no rank	Influenza A virus (A/Helsinki/434/2013(H1N1))		[]
NCBI:txid458702	species	Padilla griswoldi		[]
NCBI:txid1274918	no rank	Escherichia coli 19-83		[]
NCBI:txid2312787	species	Platypalpus sp. BIOUG24208-F10		[]
NCBI:txid2663765	species	Ignavibacteriales bacterium JGI_KA33_H08_050		[]
NCBI:txid1901070	species	Lepidopsocidae sp. sc_08436		[]
NCBI:txid2063782	species	Toxomerus sp. BIOUG24090-A09		[]
NCBI:txid1016636	species	bacterium enrichment culture clone ALO1_GLFRUDD03HII8M		[]
NCBI:txid1749322	species	Dothideomycetes sp. 11 KB-2015		[]
NCBI:txid662002	species	Sertularella africana		[]
NCBI:txid2623291	no rank	unclassified Ceratoculicoides		[]
NCBI:txid1708207	species	Shewanella sp. BAL295		[]
NCBI:txid1613781	no rank	Influenza A virus (A/chicken/Shanghai/S3036/2014(H9))		[]
NCBI:txid472693	species	Pantoea eucrina		[]
NCBI:txid2121674	species	Ceratoculicoides sp. BIOUG15693-A03		[]
NCBI:txid2735553	species	Chthonobacter rhizosphaerae		[]
NCBI:txid397787	species	Xylaria sp. IP-33		[]
NCBI:txid1164544	species	Thermomonosporaceae bacterium 'ARUP UnID 35'		[]
NCBI:txid988072	genus	Atypha		[]
NCBI:txid1731987	no rank	Influenza A virus (A/Wisconsin/67/2014(H3N2))		[]
NCBI:txid2324720	species	Ceratophysella sp. JSYKA342-10		[]
NCBI:txid2202422	species	Lycophidion namibianum		[]
NCBI:txid1273163	species	Paraphysomonas sp. EP4		[]
NCBI:txid909719	species	fungal sp. 112m		[]
NCBI:txid1876901	species	Antipodoecia sp. MS1474		[]
NCBI:txid326210	no rank	Norovirus Hu/GI/5B/2004/South Korea		[]
NCBI:txid2414445	species	Sciaridae sp. BIOUG29341-D07		[]
NCBI:txid2218047	species	Euphyllura canariensis		[]
NCBI:txid664167	genus	Docidium		[]
NCBI:txid1950501	species	Bacteroidales bacterium UBA3694		[]
NCBI:txid1627931	genus	Spectrobasis		[]
NCBI:txid2671252	species	Lebertia sp. BIOUG15123-B06		[]
NCBI:txid2069473	no rank	unclassified Melicope		[]
NCBI:txid320232	genus	Perrhybris		[]
NCBI:txid1343599	species	Pseudomonas sp. ERR560		[]
NCBI:txid412208	species	Arthrobacter sp. 036-4.3-CV-A-01		[]
NCBI:txid388824	no rank	HIV-1 M:G_SE6165		["HIV1 group M subtype G isolate SE6165"]
NCBI:txid1744168	species	Diptera sp. BOLD:ACD2960		[]
NCBI:txid1792195	species	Halobacillus sp. K16		[]
NCBI:txid1721538	species	Cecidomyiidae sp. BOLD:ABW2703		[]
NCBI:txid1412839	strain	Escherichia coli FCP1		[]
NCBI:txid1034411	species	Stenohippus aequus		[]
NCBI:txid2659780	no rank	unclassified Megymenun		[]
NCBI:txid1334851	species	Actinoptychus undulatus		["Actinoptychus undulatum"]
NCBI:txid880318	species	Streptomyces sp. BR21(2010)		[]
NCBI:txid2764829	species	Chironomidae sp. CH690-D04		[]
NCBI:txid78977	species	uncultured bacterium SJA-155		[]
NCBI:txid1168879	no rank	Influenza A virus (A/Korea/AF2781/2012(H3N2))		[]
NCBI:txid1629265	species	Cilicaea sp. BOLD:AAR9230		[]
NCBI:txid1214243	subspecies	Corvus ruficollis ruficollis		[]
NCBI:txid41869	species	Cloning vector pAS2		[]
NCBI:txid237876	species	Passiflora riparia		[]
NCBI:txid2115484	species	Sylvicola sp. BIOUG20686-F06		[]
NCBI:txid1600575	no rank	Influenza B virus (B/Heilongjiang Harbin Daowai/18/2010)		[]
NCBI:txid1065693	species	Hymenoptera sp. BOLD:AAJ5209		[]
NCBI:txid2135084	species	Aloninae sp. BIOUG30347-B02		[]
NCBI:txid368029	species	Solanum chippendalei		[]
NCBI:txid2473647	species	Mymaridae sp. BIOUG20010-E11		[]
NCBI:txid687481	species	Philonome clemensella		[]
NCBI:txid971980	species	Diptera sp. BOLD:AAN5347		[]
NCBI:txid946504	strain	Nostoc linckia EC222		[]
NCBI:txid2628230	no rank	unclassified Stiphodon		[]
NCBI:txid1961586	species	alpha proteobacterium BIWA06		[]
NCBI:txid1081422	species	Proteus sp. B_IV_1M9a		[]
NCBI:txid2505315	species	Mordellidae sp. INDOBIOSYS-CCDB30375-F02		[]
